-1015.4,10.674,0.76865,-9.848,2.381,4.3667,9.488,-1.9939,-7.634,-0.0032,-10.082,0.9965,7.4315,7.9033
-1037,15.051,0.2762,-10.254,3.458,8.4805,9.6163,-3.2575,-6.5953,0.0587,-8.9137,1.0454,6.8127,7.1006
-1038.8,11.705,0.23613,-11.022,3.288,8.9203,10.363,-3.0184,-7.2323,0.0501,-9.4977,1.0285,6.8718,7.3267
-1188.5,15.879,0.29797,-10.634,3.357,8.7733,10.013,-3.1221,-6.9194,0.0257,-9.2934,1.0258,7.5879,8.1068
-780.33,15.047,0.69898,-10.26,-0.331,5.0528,9.8665,0.7284,-8.4238,-1.866,-10.708,0.0886,6.4357,6.3606
-619.78,16.677,1.6908,-10.69,-0.11,3.7895,10.372,0.34727,-8.9771,-1.8218,-11.363,0.2766,6.1475,5.9646
-1190.6,15.414,0.23764,-10.55,3.278,8.6046,9.9111,-3.0249,-6.9414,-0.0514,-9.2172,0.9514,7.5965,7.9541
-926.82,13.973,0.51792,-11.859,1.469,5.3846,11.436,-1.1146,-9.2515,-0.319,-11.829,0.7911,6.2932,6.8111
-1182.5,15.618,0.21658,-10.061,3.555,8.2044,9.3848,-3.3234,-6.4665,0.0669,-8.7331,1.0365,7.6912,8.1513
-1030.8,12.413,0.3045,-10.548,3.613,8.7028,9.8982,-3.3615,-6.8709,0.1585,-9.0768,1.0813,6.9541,7.2719
-1176.6,15.261,0.4382,-9.705,3.655,7.7751,8.986,-3.4966,-6.2421,0.0232,-8.3754,1.0056,7.7583,7.9967
-1043,11.647,0.40087,-10.458,3.707,8.6172,9.8696,-3.5684,-6.9994,0.0596,-9.3536,1.0347,6.9311,7.3391
-1041.6,6.7541,0.43169,-9.631,1.355,6.7541,9.1517,-0.82588,-6.9991,-0.1652,-9.3755,1.1714,7.5328,7.668
-885.06,10.901,0.49012,-9.82,2.348,4.4013,9.5113,-1.962,-7.2431,-0.2174,-9.6751,0.9297,6.9814,7.2601
-968.55,15.747,0.39269,-11.476,3.191,9.3887,10.902,-3.0055,-7.2138,0.0794,-9.5912,1.0372,6.0582,6.4757
-971.45,11.388,0.34977,-12.022,2.969,9.2524,11.138,-2.7372,-7.8293,0.1328,-10.097,1.0473,6.1635,6.6999
-1121.2,14.934,0.14205,-12.169,3.103,9.9525,11.647,-2.8821,-7.8462,-0.0129,-10.27,1.0147,6.8642,7.4283
-847.32,5.7646,0.57999,-10.756,-0.988,3.3931,9.8406,1.4658,-7.6508,-2.0701,-9.8341,-0.0871,6.5105,6.2999
-1124.3,15.291,0.21215,-12.16,3.064,9.8595,11.55,-2.8213,-7.8663,-0.0604,-10.206,0.962,6.8718,7.3503
-997.5,16.04,0.24773,-10.679,0.236,3.7422,9.7343,0.41796,-7.2766,-0.5916,-9.4485,1.3817,6.3548,6.7497
-990.12,13.355,0.24724,-10.988,-0.01,3.6862,10.122,0.58889,-7.449,-0.9213,-9.7532,1.145,6.3764,6.7714
-1112.5,15.803,0.18657,-11.634,3.399,9.4229,10.961,-3.1842,-7.4133,0.0984,-9.7535,1.0587,7.004,7.5563
-969.85,6.4134,0.39277,-9.42,1.254,6.4134,9.006,-0.79841,-6.5784,0.0821,-8.8279,0.9931,7.0656,7.1399
-974.1,11.51,0.21904,-11.502,3.394,9.2633,11.2,-3.1013,-7.5922,0.0459,-9.9525,1.0611,6.2108,6.6982
-683.06,15.841,1.2908,-11.093,-0.956,3.4922,10.185,1.4477,-8.2639,-2.3876,-10.472,-0.253,5.9067,5.9131
-974.55,6.7803,0.43123,-9.762,1.259,6.7803,9.2747,-0.74467,-7.5577,-0.3199,-9.9339,1.2112,6.8477,7.0407
-815.61,14.862,0.88982,-9.953,2.261,4.4142,9.8755,-1.8787,-7.7067,-0.3903,-10.254,0.9398,6.3126,6.6572
-836.68,13.403,0.32149,-10.67,0.459,5.4999,10.241,0.08473,-7.4287,-0.1276,-9.7038,1.8301,6.3275,6.3535
-890.03,16.916,0.21779,-10.875,0.5,4.3524,9.7996,0.0708,-7.4004,-0.2959,-9.5418,0.7323,5.9186,6.1097
-878.23,16.351,0.29447,-10.739,0.351,4.3541,10.021,0.16892,-7.5353,-0.1388,-9.7205,0.8077,6.0288,6.1841
-822.03,6.618,0.31594,-10.874,0.307,5.338,10.496,0.16954,-7.4178,-0.5344,-9.5867,1.4828,6.4327,6.3367
-993.03,15.108,0.18191,-10.818,3.236,8.7231,10.215,-2.9985,-7.1545,-0.0633,-9.5873,0.9783,6.4298,6.8029
-1487.2,11.571,0.16041,-12.307,3.334,10.508,12.165,-3.0775,-8.7081,0.048,-11.4,0.9975,8.9486,9.6193
-1469.8,11.108,0.2505,-11.039,3.297,9.1022,10.683,-3.0626,-7.5929,0.1704,-9.8906,1.0364,9.2544,10.285
-1469.9,10.611,0.12877,-11.92,3.142,10.179,11.684,-2.9105,-8.3138,0.1329,-10.641,1.0486,9.1647,9.9771
-1470.1,10.857,0.20823,-10.957,3.092,8.8601,10.614,-2.7709,-7.586,0.0815,-9.8767,0.9922,9.235,10.056
-1468.2,11.266,0.29604,-11.41,3.241,9.4304,11.065,-2.9343,-7.8642,0.1719,-10.152,1.0632,9.1965,10.18
-1615,11.238,0.25572,-12.466,3.163,10.562,12.308,-2.9396,-8.8954,0.1059,-11.226,1.0286,9.8989,11.095
-1616.6,10.828,0.13928,-12.788,2.945,10.827,12.518,-2.6366,-8.9745,-0.0391,-11.36,0.9132,9.8217,10.58
-1614.9,11.135,0.16321,-12.471,3.096,10.56,12.234,-2.8196,-8.7703,0.0682,-11.237,0.9936,9.8053,10.746
-1208.6,7.2099,0.60592,-8.281,0.633,4.6529,7.841,-0.12573,-6.3247,-0.6252,-8.3884,1.0582,8.6745,8.5122
-1346.4,6.1287,0.31146,-8.947,1.457,6.1287,8.4878,-0.84934,-6.8118,0.091,-9.1331,1.0051,8.8106,9.0827
-1323.2,6.4944,0.41358,-9.33,1.345,6.4944,8.8372,-0.77636,-7.0911,0.0527,-9.3288,1.4622,9.1349,9.6352
-1167.8,12.485,0.5304,-9.435,2.29,4.3085,9.0718,-1.8875,-7.1589,0.0639,-9.4205,1.0752,8.8273,9.4662
-1324.8,6.2817,0.75584,-9.269,0.946,6.2817,8.8742,-0.61513,-7.3645,-0.3347,-9.5517,1.3669,9.9216,10.19
-1167.8,10.753,0.75785,-9.471,1.128,4.3604,9.0746,-0.59234,-7.5942,-0.1563,-9.8927,1.5112,9.2532,9.7924
-1009,10.787,1.4204,-9.702,1.821,4.3566,9.4397,-1.5856,-7.7579,-0.0573,-10.186,0.9874,8.6026,9.3984
-1474.3,6.0211,0.37207,-8.696,1.502,6.0211,8.1589,-0.84809,-6.5764,0.0248,-8.8189,0.925,9.8812,10.486
-1332.9,5.0824,0.8044,-8.317,0.345,5.0824,7.8716,0.19476,-6.4392,-0.75,-8.5382,0.8297,10.814,10.497
-1174.5,11.457,0.53546,-8.565,0.556,4.0916,8.1853,-0.01599,-6.7856,-0.8466,-8.8826,0.8367,10.001,10.094
-1332.1,5.2644,0.7521,-8.586,0.296,5.2644,8.0488,0.19423,-6.6904,-0.9392,-8.782,0.6462,10.234,9.9208
-1173.5,6.0554,0.44799,-8.784,0.571,4.0658,8.309,-0.05737,-6.971,-0.9358,-9.1186,0.7258,9.5848,9.6871
-1470.5,6.652,0.44784,-9.443,1.4,6.652,8.8992,-0.83436,-7.3591,0.1122,-9.6223,0.9952,9.8547,10.425
-1314.5,10.603,0.55044,-9.756,2.395,4.3472,9.3979,-1.9693,-7.6205,-0.0141,-9.9667,0.9672,9.2908,10.041
-1177.6,5.9606,0.48035,-8.527,0.599,3.8418,8.1204,-0.07284,-6.6996,-0.823,-8.8193,0.8543,10.175,10.521
-1022.9,7.9585,1.8103,-8.745,1.005,3.221,8.3877,-0.61851,-7.117,-0.6293,-9.3269,1.0953,10.059,10.235
-1473.1,6.3055,0.4106,-9.002,1.476,6.3055,8.5014,-0.86419,-6.9,0.1233,-9.1563,1.0914,10.01,10.783
-1472.8,6.4033,0.40951,-9.135,1.466,6.4033,8.5319,-0.85154,-7.0189,-0.0221,-9.2614,1.0162,9.7789,10.324
-1320.6,10.169,0.73715,-9.199,2.524,4.1456,8.8136,-2.076,-7.059,0.0039,-9.4516,0.9016,9.5877,10.838
-1470,6.6804,0.45125,-9.506,1.377,6.6804,8.9826,-0.82208,-7.3248,0.1098,-9.6309,1.1193,9.8953,10.627
-1314.4,10.633,0.83566,-9.832,2.354,4.3684,9.4575,-1.9787,-7.6178,0.0147,-10.088,0.9604,9.351,10.278
-1355.7,11.685,0.14807,-10.093,3.369,8.3137,9.3895,-3.1213,-6.4961,0.0136,-8.6933,0.9967,8.5748,9.0415
-1103.6,12.473,0.45678,-8.048,1.049,4.8687,7.6115,-0.52278,-6.1332,-0.0412,-8.1459,0.8714,8.1508,7.8873
-1213,6.0598,0.26625,-8.961,1.398,6.0598,8.5741,-0.80932,-6.5109,0.0096,-8.7996,0.966,8.3275,8.4429
-1341.4,11.693,0.18302,-9.963,3.276,8.1189,9.5218,-2.9662,-6.4801,0.0534,-8.6924,0.9909,8.8222,9.5746
-1339.9,14.659,0.13253,-10.235,3.276,8.4159,9.5509,-3.0199,-6.6064,0.0351,-8.8128,0.9948,8.7349,9.3778
-1340.5,11.473,0.24089,-10.762,2.974,8.5518,10.165,-2.6709,-7.0672,-0.0145,-9.2508,0.9329,8.6892,9.3788
-1333.2,11.774,0.22578,-10.43,3.317,8.5022,9.7691,-3.0088,-6.789,0.1404,-8.8672,1.0447,8.8895,9.6003
-1337.3,14.607,0.20062,-10.207,3.236,8.3794,9.544,-2.9654,-6.5219,0.0134,-8.787,0.9703,8.6246,9.2147
-1340.8,11.704,0.24793,-10.745,3.122,8.6082,10.163,-2.8881,-7.0317,0.0582,-9.199,0.9718,8.7589,9.6244
-1342.6,12.764,0.31882,-10.002,3.252,7.9926,9.5556,-2.9415,-6.5601,-0.0254,-8.7738,0.9469,8.8116,9.4208
-1337.6,11.593,0.17386,-10.983,3.152,8.8772,10.316,-2.8533,-7.2125,0.0428,-9.4293,0.9867,8.6963,9.5079
-1193.1,6.5207,0.50664,-9.42,1.215,6.5207,8.9388,-0.65822,-7.0458,-0.0178,-9.1694,1.4697,8.9068,9.2241
-1033.9,10.655,0.45203,-9.719,2.163,4.3624,9.3575,-1.7681,-7.3669,-0.2063,-9.5861,0.9398,8.3074,8.81
-1487.2,11.595,0.16384,-10.628,3.213,8.765,9.9968,-2.9758,-6.9109,0.0152,-9.2762,0.9902,9.4547,10.418
-1078.7,6.6715,0.46308,-10.096,0.672,5.366,9.5903,-0.20947,-8.2723,-0.6323,-10.543,1.1762,8.0823,8.6337
-918.56,11.186,0.62557,-10.431,1.092,4.4078,10.052,-0.80972,-8.5088,-0.3905,-10.996,0.8608,7.4882,8.2499
-1345.5,6.3541,0.39542,-9.102,1.438,6.3541,8.6129,-0.83439,-6.9197,-0.0349,-9.2246,1.0794,9.5814,10.119
-1084.4,6.4924,0.31129,-9.742,-0.158,5.0235,9.2845,0.64443,-7.9194,-1.4965,-10.069,0.307,8.5958,8.8575
-1343.8,6.4563,0.41184,-9.22,1.454,6.4563,8.6341,-0.84448,-6.9216,-0.1831,-9.2326,0.9271,9.3399,9.7102
-1083,11.515,0.42245,-9.884,-0.161,5.0522,9.4007,0.5933,-8.0561,-1.5619,-10.209,0.267,8.2659,8.535
-1487.8,11.369,0.13249,-10.583,3.155,8.6905,9.9428,-2.8734,-6.9159,-0.0185,-9.2136,0.9598,9.3717,10.102
-1491,10.971,0.14787,-10.527,3.026,8.4236,9.8585,-2.7308,-6.9552,-0.13,-9.1333,0.8771,9.3926,9.9602
-1226.1,11.105,0.40457,-11.768,1.507,5.3729,11.301,-1.1158,-9.1613,-0.2887,-11.594,0.7956,8.1139,8.9112
-1190.8,10.302,0.89362,-9.212,2.518,4.1753,8.8413,-2.0486,-6.9127,-0.1242,-9.299,0.8951,9.1543,10.173
-929.2,7.8974,1.0759,-10.035,0.146,3.6039,9.6295,0.17008,-8.3097,-1.3033,-10.566,0.6128,8.5717,8.9191
-1488.6,10.777,0.13948,-10.548,3.167,8.5747,9.8858,-2.9015,-6.9361,-0.0061,-9.1567,0.9595,9.3933,10.084
-1226,14.486,0.45702,-11.842,1.469,5.3856,11.393,-1.106,-9.1908,-0.2657,-11.658,0.7656,8.1924,9.1097
-1481.2,11.459,0.14944,-10.058,3.334,8.1774,9.3563,-3.0871,-6.4569,0.0619,-8.6568,1.0118,9.5342,10.443
-1331.5,12.329,0.21031,-10.525,3.597,8.7043,9.8446,-3.3527,-6.8601,0.1477,-8.959,1.0658,8.8093,9.4597
-1483.1,12.36,0.30443,-10.032,3.452,8.1521,9.3201,-3.3029,-6.4535,0.0547,-8.6249,1.0035,9.5947,10.476
-1342.4,6.7222,0.44226,-9.555,1.38,6.7222,9.0273,-0.82289,-7.0337,-0.0305,-9.2526,1.0009,9.3935,9.7684
-1185.6,10.709,0.49041,-9.761,2.348,4.3821,9.3979,-1.9435,-7.2309,-0.1657,-9.4804,0.8967,8.8499,9.3746
-1475.9,12.333,0.25335,-9.691,3.501,7.7434,8.9309,-3.2621,-6.2271,0.0571,-8.2803,1.0039,9.6023,10.167
-1333.4,12.258,0.1264,-9.783,3.424,7.9616,9.0546,-3.2136,-6.2957,0.1226,-8.4134,1.0437,8.8687,9.3463
-1335.4,12.275,0.24597,-9.948,3.643,8.0725,9.2525,-3.3516,-6.5648,0.1279,-8.7551,1.0509,8.849,9.5547
-1482.6,12.225,0.18017,-10.041,3.325,8.1205,9.3227,-3.0462,-6.4812,0.0195,-8.6214,0.9753,9.4768,10.144
-1336,6.7336,0.41643,-9.616,1.341,6.7336,9.1188,-0.79437,-6.6176,0.0193,-8.7884,1.5484,9.517,9.9915
-1178,12.72,0.56828,-9.744,2.348,4.4032,9.4587,-1.945,-6.8058,-0.0464,-9.0007,0.9898,8.9672,9.6404
-1088.4,12.069,0.46012,-10.668,1.419,5.4137,9.9837,-1.0631,-7.4018,-0.367,-9.6681,0.8098,7.8108,8.4875
-1343.5,14.551,0.17919,-10.487,3.242,8.5858,9.8841,-3.0434,-6.8843,0.0009,-9.1854,0.9741,8.7257,9.3268
-1339.9,11.379,0.22517,-10.613,3.341,8.7058,10.006,-3.0161,-6.9125,0.0386,-9.2675,1.0152,8.7699,9.5438
-1078.9,11.001,0.43605,-11.16,1.41,5.2923,10.753,-1.0489,-8.4861,-0.2498,-10.759,0.9056,7.6125,8.3137
-943.6,11.49,0.37873,-11.47,1.255,5.3494,11.135,-0.90528,-8.3286,-0.5679,-10.592,0.7103,7.1198,7.6656
-1342.3,6.6876,0.44475,-9.547,1.345,6.6876,9.0361,-0.79694,-7.0392,0.0013,-9.3852,0.9939,9.4397,9.953
-1186.7,10.704,0.82116,-9.865,2.341,4.3708,9.5006,-1.9537,-7.2181,-0.1082,-9.5589,0.9042,8.9016,9.5893
-966.49,12.106,0.44233,-8.864,0.008,4.7927,8.3569,0.47252,-6.6334,-0.7088,-8.6984,1.0155,8.4456,8.1571
-1147.8,12.182,0.25338,-8.969,1.257,5.8932,8.5957,-0.74113,-6.1687,0.0859,-8.4224,1.0061,7.6045,7.843
-1025.2,6.9158,0.46343,-8.454,0.481,4.6535,8.0529,-0.00425,-6.6755,0.0243,-8.8445,1.7332,7.2828,7.2353
-1287.1,11.547,0.13995,-11.386,3.189,9.2114,10.717,-2.9794,-7.0869,0.0257,-9.3866,0.9818,7.8214,8.4097
-1144.2,6.1041,0.30444,-9.111,1.252,6.1041,8.7184,-0.68494,-6.7922,0.0966,-9.199,0.995,7.6872,7.8712
-1272.6,11.239,0.28737,-10.957,3.119,8.6976,10.648,-2.8342,-7.0353,0.0341,-9.2632,1.0272,8.0725,8.9175
-1272.4,14.699,0.11722,-11.383,3.067,9.2844,10.764,-2.8338,-7.1693,0.0912,-9.3847,1.0146,7.9712,8.717
-1274.3,11.027,0.31697,-11.907,2.729,9.1807,11.699,-2.4518,-7.7199,0.0248,-9.8523,0.9523,7.9725,8.7895
-1269.2,14.414,0.13016,-11.451,2.937,9.2877,10.85,-2.6883,-7.1921,0.0013,-9.5032,0.9487,7.8991,8.6281
-1275,10.928,0.3427,-11.87,2.855,9.2191,11.604,-2.6301,-7.7067,0.1094,-9.8204,0.9915,8.0652,9.0535
-1274.8,10.686,0.34719,-10.825,3.055,8.4812,10.531,-3.3072,-7.0431,-0.0511,-9.2984,0.9684,8.0711,8.8247
-1270,11.291,0.2858,-11.958,2.87,9.2448,11.077,-2.6032,-7.7908,0.0248,-9.9961,0.9611,7.9764,8.8588
-1125.4,6.5947,0.51269,-9.759,0.961,6.5947,9.2855,-0.42969,-7.4794,-0.3687,-9.7107,1.3618,8.2007,8.5558
-965.16,10.598,0.43292,-10.019,1.881,4.3678,9.6615,-1.507,-7.8076,-0.0377,-10.109,1.8141,7.5788,8.1362
-1419.9,15.035,0.2272,-12.123,2.988,9.9238,11.603,-2.7639,-7.818,-0.0309,-10.209,0.9707,8.72,9.7046
-1143.4,6.7153,0.45041,-9.843,-0.089,3.6679,10.134,0.72677,-7.4513,-0.9122,-9.7361,1.1667,8.1554,8.5096
-1278.3,6.3824,0.40124,-9.379,1.2,6.3824,8.8835,-0.61879,-7.3244,-0.1162,-9.5907,1.3279,8.8531,9.3817
-1151.5,5.3793,0.58342,-10.183,-0.811,3.4394,9.5367,1.3791,-7.4057,-1.7397,-9.5018,0.0989,8.6995,8.7599
-1278.1,6.4758,0.40972,-9.467,1.223,6.4758,8.8865,-0.63269,-7.4341,-0.1905,-9.6596,1.2323,8.6407,9.0287
-1150.8,5.3623,0.45983,-10.205,-0.88,3.415,9.8094,1.4081,-7.5695,-1.8709,-9.6973,0.0056,8.2989,8.3751
-1420.7,10.477,0.097075,-12.055,2.929,9.867,11.574,-2.6624,-7.8151,-0.072,-10.151,0.9392,8.6562,9.4446
-1425.7,12.752,0.12679,-11.968,2.843,9.5932,11.406,-2.5549,-7.8077,-0.1398,-10.037,0.8805,8.6727,9.3876
-1289.6,8.3734,0.16669,-10.857,0.069,3.7183,9.9888,0.54587,-7.3598,-0.8426,-9.5794,1.1545,8.1929,8.8362
-1123.5,10.066,0.74613,-9.444,2.205,4.1675,9.0656,-1.7951,-7.3559,-0.15,-9.7376,0.8882,8.4369,9.4189
-991.46,10.518,0.68813,-10.313,-0.718,3.5165,9.8187,1.291,-7.8759,-1.962,-9.9218,-0.0457,8.2455,8.7791
-1422.5,14.626,0.1001,-12.002,2.948,9.7572,11.466,-2.6889,-7.7875,-0.011,-10.064,0.9605,8.6546,9.4479
-1295.8,11.828,0.22054,-10.568,0.286,3.7529,9.6287,0.39977,-7.1707,-0.6029,-9.281,1.2001,8.122,8.8279
-1289.7,12.358,0.21344,-10.993,-0.017,3.6757,10.109,0.62354,-7.446,-0.7694,-9.7103,1.3255,8.19,8.9567
-1411.1,14.832,0.24824,-11.617,3.228,9.3956,10.926,-3.0069,-7.4048,0.0675,-9.6899,1.0056,8.8441,9.8158
-1414.4,12.619,0.22072,-11.529,3.329,9.3534,10.846,-3.1753,-7.3489,0.0972,-9.5784,1.0466,8.9009,9.8661
-1129.1,6.0191,0.59202,-9.14,1.057,6.0191,8.7399,-0.7498,-6.5058,0.0806,-8.6096,1.8132,9.2572,9.0971
-1152,5.7934,0.51033,-10.628,-0.773,3.4213,9.4764,1.2824,-7.4171,-1.8628,-9.4293,-0.031,8.1925,8.3475
-989.71,11.761,0.36072,-10.755,-0.625,3.5425,9.7359,1.1919,-7.9195,-2.0466,-9.9131,-0.1357,7.7486,8.1472
-1276.3,6.7619,0.43716,-9.8,1.193,6.7619,9.2767,-0.65151,-7.6529,-0.166,-9.8953,1.4592,8.694,9.15
-1119.1,10.808,0.55372,-10.016,2.077,4.3762,9.6341,-1.7042,-7.8967,-0.1257,-10.303,1.0422,8.1427,8.7373
-1273.9,12.521,0.39912,-9.47,1.207,6.411,9.0185,-0.73924,-6.7006,0.0724,-8.897,0.9867,8.6812,9.1642
-1263.3,11.602,0.31115,-11.143,3.397,8.9471,10.665,-3.1039,-7.2403,0.1484,-9.4639,1.0565,8.1186,8.8947
-1270.5,6.102,0.36161,-8.957,1.358,6.102,8.5349,-0.8218,-6.208,0.0975,-8.3011,0.9783,9.0082,9.5274
-1412.9,10.766,0.086961,-11.515,3.158,9.262,10.798,-2.8853,-7.3491,0.0572,-9.5262,1.0028,8.7482,9.5305
-1271,6.1998,0.34762,-9.096,1.348,6.1998,8.5683,-0.80818,-6.407,-0.0399,-8.5291,0.9015,8.7596,9.092
-1264.4,6.7773,0.44065,-9.716,1.302,6.7773,9.2063,-0.76864,-7.4258,-0.0841,-9.7246,1.6339,8.8291,9.3876
-1105.6,12.759,0.4297,-9.894,2.294,4.4157,9.7998,-1.8985,-7.5906,-0.0748,-9.9675,1.0489,8.315,9.0404
-1277.5,14.697,0.18268,-11.606,3.036,9.4743,11.267,-2.8303,-7.6245,-0.0253,-9.9583,0.9835,8.012,8.6972
-1151.6,13.453,0.18913,-10.523,0.312,3.744,9.7042,0.42262,-7.2157,-0.85,-9.3364,1.0397,7.5265,8.0161
-1273,11.986,0.25229,-11.573,3.194,9.4739,11.285,-2.8882,-7.7692,0.0072,-10.201,1.0279,8.0854,8.9231
-1145.6,12.139,0.28174,-10.864,0.017,3.7261,9.8821,0.58745,-7.4183,-0.7772,-9.5768,1.1376,7.7237,8.233
-986.28,10.846,0.74657,-10.325,-0.203,3.6551,10.19,0.82724,-7.6911,-1.2689,-9.9545,0.8342,7.6636,8.1778
-1274.8,6.6914,0.44893,-9.497,1.404,6.6914,8.9759,-0.86608,-7.3367,-0.1249,-9.669,1.0609,8.6964,9.2229
-1119.1,10.617,0.78195,-9.956,2.252,4.3751,9.5803,-1.8912,-7.7578,-0.1072,-10.251,0.9406,8.1594,8.9227
-1002.5,12.055,0.18472,-10.372,0.422,5.4377,10.009,0.12499,-7.1011,-0.2817,-9.3228,1.6308,6.9548,7.0651
-882.19,6.9869,0.40198,-9.717,-0.299,5,9.1679,0.76138,-7.8344,-0.783,-9.9753,1.0924,6.5324,6.4599
-905.39,13.999,0.47093,-8.968,0.099,4.6029,8.6151,0.44162,-7.3651,-0.4078,-9.5593,1.4613,6.4819,6.4655
-1140.2,12.001,0.32773,-10.294,0.662,5.571,9.7218,-0.01839,-7.1515,0.0069,-9.3076,0.9484,8.0475,8.3845
-1135.2,6.626,0.23559,-10.617,0.502,5.5175,10.146,0.07616,-7.4125,-0.2454,-9.6122,1.4208,8.2383,8.5712
-1188.9,6.7959,0.12802,-10.809,0.546,4.3564,9.7215,0.06721,-7.3662,-0.2734,-9.4342,0.7297,7.708,8.2402
-1038.3,5.3449,0.41899,-9.449,-0.046,4.2744,8.9539,0.61861,-6.9719,-0.5833,-8.9466,1.2818,8.3363,8.0667
-1297.4,11.016,0.091511,-10.763,2.972,8.5546,10.086,-2.7174,-7.3844,-0.2099,-9.6943,0.8029,8.1966,8.7408
-1179.7,9.4339,0.19023,-10.637,0.363,4.3353,9.9443,0.17675,-7.476,-0.2322,-9.5894,0.7694,7.8189,8.2132
-1298.8,11.061,0.10802,-10.819,3.07,8.7181,10.171,-2.8097,-7.317,-0.1935,-9.6298,0.8319,8.2542,8.8514
-1123.9,6.5955,0.36483,-10.813,0.341,5.3265,10.403,0.15526,-7.3341,-0.4744,-9.4678,1.4712,8.3707,8.6019
-1288.6,13.598,0.10816,-10.298,3.238,8.2059,9.591,-2.9897,-7.0034,-0.0863,-9.2394,0.905,8.2876,8.8656
-1173.8,12.808,0.27585,-10.184,0.424,4.3541,9.8161,0.15673,-7.1611,-0.1843,-9.2201,0.7684,7.8574,8.1757
-1181.6,13.029,0.19668,-10.596,0.552,4.3617,9.648,0.0733,-7.2244,-0.2218,-9.2675,0.7529,7.7337,8.1971
-1153.9,13.634,0.16809,-10.673,-0.035,3.6621,10.138,0.62976,-7.122,-1.0314,-9.4041,1.0442,7.8382,8.418
